Date,Ticker,Open,High,Low,Close,Adj Close,Volume
2020-01-02 00:00:00+00:00,AAPL,74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,72.79601287841797,135480400
2020-01-02 00:00:00+00:00,AMZN,93.75,94.90049743652344,93.2074966430664,94.90049743652344,94.90049743652344,80580000
2020-01-02 00:00:00+00:00,MSFT,158.77999877929688,160.72999572753906,158.3300018310547,160.6199951171875,153.63067626953125,22622100
2020-01-02 00:00:00+00:00,SQ,62.9900016784668,64.05000305175781,62.95000076293945,63.83000183105469,63.83000183105469,5264700
2020-01-03 00:00:00+00:00,AAPL,74.2874984741211,75.1449966430664,74.125,74.35749816894531,72.0882797241211,146322800
2020-01-03 00:00:00+00:00,AMZN,93.2249984741211,94.30999755859375,93.2249984741211,93.74849700927734,93.74849700927734,75288000
2020-01-03 00:00:00+00:00,MSFT,158.32000732421875,159.9499969482422,158.05999755859375,158.6199951171875,151.7177276611328,21116200
2020-01-03 00:00:00+00:00,SQ,62.59000015258789,63.27000045776367,62.33000183105469,63.0,63.0,5087100
2020-01-06 00:00:00+00:00,AAPL,73.44750213623047,74.98999786376953,73.1875,74.94999694824219,72.66270446777344,118387200
2020-01-06 00:00:00+00:00,AMZN,93.0,95.18450164794922,93.0,95.14399719238281,95.14399719238281,81236000
2020-01-06 00:00:00+00:00,MSFT,157.0800018310547,159.10000610351562,156.50999450683594,159.02999877929688,152.10986328125,20813700
2020-01-06 00:00:00+00:00,SQ,61.36000061035156,62.58000183105469,61.130001068115234,62.56999969482422,62.56999969482422,5905200
2020-01-07 00:00:00+00:00,AAPL,74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.32097625732422,108872000
2020-01-07 00:00:00+00:00,AMZN,95.2249984741211,95.69450378417969,94.60199737548828,95.34300231933594,95.34300231933594,80898000
2020-01-07 00:00:00+00:00,MSFT,159.32000732421875,159.6699981689453,157.32000732421875,157.5800018310547,150.7229461669922,21634100
2020-01-07 00:00:00+00:00,SQ,64.56999969482422,65.48999786376953,63.65999984741211,64.58999633789062,64.58999633789062,10368200
2020-01-08 00:00:00+00:00,AAPL,74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.48433685302734,132079200
2020-01-08 00:00:00+00:00,AMZN,94.9020004272461,95.55000305175781,94.3219985961914,94.59850311279297,94.59850311279297,70160000
2020-01-08 00:00:00+00:00,MSFT,158.92999267578125,160.8000030517578,157.9499969482422,160.08999633789062,153.12374877929688,27746500
2020-01-08 00:00:00+00:00,SQ,64.55999755859375,68.0,64.1500015258789,67.5999984741211,67.5999984741211,11899200
2020-01-09 00:00:00+00:00,AAPL,76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.04523468017578,170108400
2020-01-09 00:00:00+00:00,AMZN,95.49449920654297,95.89099884033203,94.79000091552734,95.05249786376953,95.05249786376953,63346000
2020-01-09 00:00:00+00:00,MSFT,161.83999633789062,162.22000122070312,161.02999877929688,162.08999633789062,155.0367431640625,21385000
2020-01-09 00:00:00+00:00,SQ,68.22000122070312,68.30999755859375,66.69999694824219,67.93000030517578,67.93000030517578,8739100
2020-01-10 00:00:00+00:00,AAPL,77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.21488952636719,140644800
2020-01-10 00:00:00+00:00,AMZN,95.26850128173828,95.34700012207031,94.0,94.15799713134766,94.15799713134766,57074000
2020-01-10 00:00:00+00:00,MSFT,162.82000732421875,163.22000122070312,161.17999267578125,161.33999633789062,154.31935119628906,20725900
2020-01-10 00:00:00+00:00,SQ,68.45999908447266,69.51000213623047,67.88999938964844,67.98999786376953,67.98999786376953,6704900
2020-01-13 00:00:00+00:00,AAPL,77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,76.82177734375,121532000
2020-01-13 00:00:00+00:00,AMZN,94.56549835205078,94.9000015258789,94.04000091552734,94.56500244140625,94.56500244140625,55616000
2020-01-13 00:00:00+00:00,MSFT,161.75999450683594,163.30999755859375,161.25999450683594,163.27999877929688,156.1749267578125,21626500
2020-01-13 00:00:00+00:00,SQ,68.23999786376953,69.05000305175781,67.81999969482422,68.66000366210938,68.66000366210938,9763800
2020-01-14 00:00:00+00:00,AAPL,79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,75.7844467163086,161954400
2020-01-14 00:00:00+00:00,AMZN,94.29399871826172,94.35549926757812,92.92749786376953,93.47200012207031,93.47200012207031,68818000
2020-01-14 00:00:00+00:00,MSFT,163.38999938964844,163.60000610351562,161.72000122070312,162.1300048828125,155.07496643066406,23477400
2020-01-14 00:00:00+00:00,SQ,68.98999786376953,69.27999877929688,68.0999984741211,68.16999816894531,68.16999816894531,6076400
2020-01-15 00:00:00+00:00,AAPL,77.9625015258789,78.875,77.38749694824219,77.83499908447266,75.45967102050781,121923600
